lemma,collocate,pos,LogL,LR,MI,LogDice
potens,homo,substantivo,7.9,3.2,2.8,8.9
potens,atque,conj.coord.,9.3,2.5,2.4,8.5
potens,que,conj.coord.,12.3,2.4,2.3,8.5
potestas,tribunicius,adjetivo,42.3,9.4,6.7,11.2
potestas,imperium,substantivo,11.6,4.1,3.4,9.9
potestas,noster,determinante,18.1,3.5,3,9.8
potestas,uester,determinante,9.5,3.6,3.1,9.7
potestas,habeo,verbo,22,3.3,2.9,9.7
potestas,facio,verbo,23.3,3.2,2.8,9.6
potestas,romanus,adjetivo,11.2,3.3,2.9,9.6
potestas,senatus,substantivo,7.1,3,2.6,9.3
potestas,nos,pronome,8.7,2.8,2.5,9.3
potestas,per,preposição,6.3,2.8,2.5,9.2
potestas,atque,conj.coord.,11.8,2.2,2.1,9
potis,qui,pronome,6.5,2.8,2.4,6.8
potis,sum,verbo,8.6,2.8,2.4,6.8
praeceptum,officium,substantivo,21.1,6.5,5.1,10.7
praeceptum,ex,preposição,21.6,3.9,3.4,9.2
praecipio,ille,determinante,7.9,2.6,2.4,8.2
praecipio,hic,determinante,9,2.5,2.3,8.1
praecipio,et,conj.coord.,10,2.1,2.1,7.8
praecipio,is,determinante,5.3,2,2,7.7
praeda,spes,substantivo,16.8,5.5,4.5,10.1
praeda,ad,preposição,7.6,2.6,2.5,8.2
praemium,afficio,verbo,25,7.5,5.7,11.1
praemium,dignus,adjetivo,19.1,6,4.8,10.6
praemium,decerno,verbo,19,6,4.8,10.6
praemium,uirtus,substantivo,11.4,4.1,3.5,9.6
praemium,magnus,adjetivo,18.7,3.6,3.1,9.4
praesens,tu,pronome,8.5,2.4,2.3,8.5
praesidium,firmus,adjetivo,47.2,7.2,5.5,11.2
praesidium,dispono,verbo,35.8,8.1,6,11
praesidium,boni,substantivo,16.3,5.4,4.3,10.4
praesidium,relinquo,verbo,21.1,4.4,3.7,10.3
praesidium,pono,verbo,11.2,4.1,3.5,10
praesidium,publicus,adjetivo,22.6,3.3,3,9.9
praesidium,uester,determinante,12.7,3.6,3.2,9.9
praesidium,tantus,determinante,9.3,2.9,2.7,9.6
praesidium,meus,determinante,9.6,2.6,2.5,9.4
praesidium,locus,substantivo,5.2,2.4,2.3,9.2
praesidium,et,conj.coord.,7.7,1.2,1.5,8.6
praesto,uirtus,substantivo,23.3,4.8,3.8,10.1
praesto,debeo,verbo,12.8,4.5,3.6,9.9
praesto,possum,verbo,6.3,2.3,2.1,8.6
praeter,opinio,substantivo,27.4,6.4,5,10.9
praeter,consuetudo,substantivo,25.4,6,4.8,10.8
praeter,ceterus,determinante,29.7,5,4.1,10.5
praeter,nemo,pronome,16.2,4.3,3.6,10.1
praeter,spes,substantivo,11.2,4.1,3.4,9.9
praeter,unus,determinante,10.9,3.3,2.9,9.5
praeter,nihil,pronome,12.8,3.1,2.8,9.5
praeter,alius,determinante,5.7,2.6,2.4,9.1
praeter,omnis,determinante,5.3,1.8,1.9,8.6
praeter,is,determinante,8,1.6,1.8,8.5
praeterea,multitudo,substantivo,17.7,5.7,4.4,10.5
praeterea,duo,numeral,14.7,4.9,3.9,10.1
praeterea,nemo,pronome,12.6,4.4,3.6,9.9
praeterea,multus,determinante,24.9,3.9,3.2,9.7
praeterea,magnus,adjetivo,12.7,3.1,2.7,9.2
praeterea,de,preposição,7,2.4,2.2,8.7
praetor,urbanus,adjetivo,31.6,7.2,5.5,11
praetor,pomptinus,adjetivo,26.8,8,6,10.9
praetor,interea,advérbio,21.9,6.8,5.2,10.7
praetor,Metellus,nome próprio,20,6.3,4.9,10.7
praetor,prouincia,substantivo,11.9,4.2,3.6,10
praetor,apud,preposição,10.2,3.8,3.3,9.8
praetor,consul,substantivo,8.9,3.5,3,9.6
praetor,iste,determinante,12.9,3.2,2.8,9.6
praetor,uenio,verbo,10.2,3.1,2.8,9.5
praetor,populus,substantivo,6.2,2.7,2.5,9.2
precor,numen,substantivo,32.6,9.3,6.9,11.7
premo,hostis,substantivo,11.7,4.2,3.5,9.6
premo,et,conj.coord.,6.6,1.5,1.7,7.9
pretium,opera,substantivo,54.1,8,6.1,11.5
pretium,aliquis,pronome,19.2,4.9,4,9.7
pretium,sum,verbo,5.1,1.4,1.6,7.4
prex,et,conj.coord.,5.9,1.9,1.9,7.5
primum,quam,conj.subord.,77.4,6.6,5,11.3
primum,igitur,advérbio,11.3,3.4,2.9,9.9
primum,respondeo,verbo,10,3.7,3.2,9.8
primum,qua,advérbio,14.9,2.2,2.1,9.6
primum,intellego,verbo,7.2,3,2.7,9.6
primum,dies,substantivo,8.5,2.4,2.2,9.6
primum,iudex,substantivo,6.8,2.9,2.6,9.6
primum,tum,advérbio,6.9,2.4,2.3,9.5
primum,ubi,advérbio,6,2.7,2.4,9.5
primum,nunc,advérbio,6.7,2.4,2.2,9.5
primum,consul,substantivo,5,2.4,2.2,9.4
primum,ut,conj.subord.,14.1,1.7,1.7,9.3
primum,quod,conj.subord.,5.3,1.8,1.8,9.3
primum,uideo,verbo,5.9,1.6,1.7,9.2
primum,cum,conj.subord.,9.5,1.4,1.6,9.2
primum,ille,determinante,6.8,1.3,1.5,9.1
primus,lux,substantivo,37.1,5.9,4.7,10.8
primus,quisque,determinante,18.9,4.1,3.5,10.2
primus,acies,substantivo,15.8,5.2,4.2,10.2
primus,aetas,substantivo,13.7,3.8,3.3,10
primus,sententia,substantivo,13.4,3.8,3.2,10
primus,in,preposição,74.2,2.5,2.3,9.8
primus,ciuitas,substantivo,6.8,2.9,2.6,9.6
primus,pars,substantivo,5.3,2.4,2.3,9.4
primus,quidem,advérbio,5.7,2.1,2.1,9.3
primus,ille,determinante,6.8,1.4,1.6,9
primus,qui,pronome,11.4,1.1,1.4,8.9
princeps,coniuratio,substantivo,21.7,6.7,5.2,10.8
princeps,ciuitas,substantivo,45.8,5.6,4.5,10.8
princeps,ab,preposição,6.6,2,2,8.6
principium,ab,preposição,17.6,4.6,3.8,8.4
priuatus,consilium,substantivo,27.2,4.7,3.9,10.3
priuatus,publicus,adjetivo,24.4,3.9,3.3,9.8
priuatus,que,conj.coord.,9.5,1.9,2,8.6
priuatus,in,preposição,13.7,1.9,2,8.6
priuatus,atque,conj.coord.,5.5,1.8,1.9,8.5
prius,quam,conj.subord.,127.3,8.6,6.4,12.2
prius,nisi,conj.subord.,11.2,4.1,3.4,9.7
prius,nec,conj.coord.,8.1,3.2,2.9,9.2
prius,si,conj.subord.,5.1,2,2,8.4
pro,patria,substantivo,45.8,5.1,4,10.7
pro,salus,substantivo,37.1,4.4,3.5,10.5
pro,testimonium,substantivo,31.1,6,4.5,10.3
pro,castra,substantivo,20.5,3.8,3.1,10.1
pro,meus,determinante,22.7,2.7,2.4,10
pro,proconsul,substantivo,23.2,7.2,5.2,9.9
pro,uallum,substantivo,21.1,6.6,4.9,9.9
pro,uerum2,substantivo,16.4,5.4,4.2,9.8
pro,amicus,substantivo,12.1,3,2.6,9.8
pro,factum,substantivo,11.1,4,3.3,9.7
pro,populus,substantivo,9.9,2.4,2.1,9.6
pro,ego,pronome,20.6,1.8,1.7,9.6
pro,nihil,pronome,9.8,2.1,2,9.6
pro,suus,determinante,11.3,2,1.9,9.6
pro,libertas,substantivo,8.4,3.3,2.8,9.6
pro,fors,advérbio,8.2,3.3,2.7,9.6
pro,tuus,determinante,9,2,1.9,9.5
pro,certus,adjetivo,7.3,3,2.6,9.5
pro,Caesar,nome próprio,5.4,2.1,1.9,9.4
pro,alter,determinante,5.1,2.4,2.1,9.3
pro,res,substantivo,7,1.3,1.4,9.3
pro,ipse,determinante,5,1.4,1.5,9.2
pro,hic,determinante,5.6,1,1.2,9.1
probo,consilium,substantivo,8.5,3.4,2.9,9.5
probo,magis,advérbio,8,3.2,2.8,9.5
probo,non,advérbio,24.3,2.3,2.1,9.1
probo,possum,verbo,8.8,2.2,2.1,8.9
probo,res,substantivo,7,1.9,1.8,8.7
probo,qui,pronome,12.1,1.5,1.6,8.5
procedo,longe,advérbio,22.3,6.8,5.3,10.7
procul,absum,verbo,22.9,6.9,5.4,10.7
prodo,memoria,substantivo,69.7,7.8,5.8,11.5
prodo,atque,conj.coord.,8.8,2.8,2.5,8.3
proelium,committo,verbo,118.7,7.7,5.8,11.9
proelium,equester,adjetivo,61.7,9.2,6.6,11.5
proelium,excedo,verbo,44.9,8.1,6,11.3
proelium,utor,verbo,11.3,4.1,3.4,9.9
proelium,facio,verbo,30.9,3.3,2.9,9.8
proficiscor,Epirus,nome próprio,31.7,7.2,5.4,10.8
proficiscor,iubeo,verbo,29.2,4.9,3.9,10.6
proficiscor,Brundisium,nome próprio,23,7.1,5.3,10.5
proficiscor,quam,conj.subord.,16.1,5.3,4.2,10.3
proficiscor,Roma,nome próprio,17.7,4.6,3.7,10.3
proficiscor,Italia,nome próprio,14,4.8,3.8,10.2
proficiscor,urbs,substantivo,7.6,3.1,2.7,9.5
proficiscor,bellum,substantivo,5.7,2.6,2.3,9.3
proficiscor,sum,verbo,67.2,2.2,2,9.3
prohibeo,conor,verbo,31.3,7.1,5.4,11.1
prohibeo,Gallia,nome próprio,17.8,5.7,4.4,10.4
prohibeo,aut,conj.coord.,6.2,2.7,2.4,8.7
prohibeo,ne,conj.subord.,6,2.6,2.3,8.6
promitto,nihil,pronome,11.2,4,3.3,9.1
promitto,tu,pronome,5.1,2.4,2.1,7.9
prope,accedo,verbo,68.9,7,5.4,11.5
prope,conscribo,verbo,24.4,5.8,4.7,10.7
prope,iam,advérbio,26,4,3.5,10
prope,et,conj.coord.,5.9,1.3,1.5,8.2
prope2,modus,substantivo,22.2,6.8,5.4,9.9
prope2,dies,substantivo,18.9,6,4.8,9.4
propero,cur,advérbio,19.6,6.2,4.8,10.6
propono,ego,pronome,5.6,1.8,1.9,8.3
propono,et,conj.coord.,7.1,1.5,1.7,8.1
proprius,sum,verbo,7.5,1.6,1.8,7.6
propter,magnitudo,substantivo,29.4,5.7,4.5,10.6
propter,metus,substantivo,23.1,4.7,3.8,10.4
propter,multitudo,substantivo,18.4,4.7,3.8,10.3
propter,amicitia,substantivo,12.5,3.6,3,9.9
propter,uirtus,substantivo,13.7,3.3,2.8,9.9
propter,ipse,determinante,6.6,1.8,1.8,9.2
propter,hic,determinante,7.3,1.3,1.5,8.9
propter,is,determinante,7.8,1.3,1.5,8.9
propter,qui,pronome,7.5,1,1.2,8.7
prosum,multum,advérbio,26,6.1,4.7,10.7
prosum,nihil,pronome,17.6,3.9,3.2,9.5
prosum,multus,determinante,11.3,3.3,2.8,9.2
prosum,qua,advérbio,8.8,2.8,2.5,8.8
prosum,possum,verbo,6.9,2.4,2.2,8.6
prosum,ego,pronome,6.4,2,1.9,8.3
protinus,et,conj.coord.,9.3,2.5,2.4,7.5
prouincia,Gallia,nome próprio,92.6,6.3,4.9,11.4
prouincia,obtineo,verbo,25.5,6.1,4.7,10.5
prouincia,Sicilia,nome próprio,24.1,5.8,4.6,10.5
prouincia,Macedonia,nome próprio,22.5,7,5.3,10.3
prouincia,uniuersus,determinante,16.5,5.4,4.3,10.2
prouincia,per,preposição,27.3,3.5,3,10.2
prouincia,noster,determinante,24.3,3.2,2.9,10.1
prouincia,totus,determinante,15.4,3.6,3.1,10
prouincia,praetor,substantivo,12.1,4.3,3.6,10
prouincia,in,preposição,95.8,2.7,2.5,9.9
prouincia,nos,pronome,7.8,2.3,2.2,9.4
prouincia,de,preposição,10.2,2,2,9.3
prouincia,ex,preposição,8.5,1.9,2,9.3
prouincia,omnis,determinante,6.7,1.6,1.7,9.1
publicus,res,substantivo,4003.9,6.3,4.6,13.1
publicus,salus,substantivo,26.6,3.2,2.8,10.1
publicus,priuatus,adjetivo,25.9,4.1,3.3,9.8
publicus,consilium,substantivo,13.4,2.2,2.1,9.8
publicus,praesidium,substantivo,19.3,3.3,2.8,9.8
publicus,libero,verbo,22.1,4.1,3.3,9.7
publicus,meritum,substantivo,27,5.4,4.2,9.6
publicus,defendo,verbo,11.9,2.7,2.4,9.6
publicus,pestis,substantivo,23.3,4.8,3.8,9.6
publicus,sapiens,substantivo,17,3.8,3.2,9.5
publicus,periculum,substantivo,9.1,2.2,2.1,9.5
publicus,conseruo,verbo,15.6,3.6,3,9.5
publicus,tempus,substantivo,5.9,1.6,1.7,9.5
publicus,pecunia,substantivo,11.5,2.9,2.6,9.5
publicus,dignitas,substantivo,9.9,2.7,2.4,9.4
publicus,fides,substantivo,9.7,2.6,2.4,9.4
publicus,iudico,verbo,7.1,2.1,2,9.4
publicus,recipero,verbo,20.4,5.2,4,9.4
publicus,consulo,verbo,14.3,4,3.3,9.3
publicus,opprimo,verbo,11.8,3.5,2.9,9.3
publicus,cogito,verbo,6.1,2.2,2.1,9.2
publicus,sentio,verbo,5.3,2.1,2,9.2
publicus,detrimentum,substantivo,17.4,5.8,4.3,9.1
publicus,mereor,verbo,13.7,4.8,3.8,9.1
publicus,firmus,adjetivo,10,3.8,3.1,9
publicus,saluus,adjetivo,9.6,3.7,3.1,9
publicus,paene,advérbio,7.6,3.1,2.7,9
publicus,uersor,verbo,7.6,3.1,2.7,9
publicus,postulo,verbo,5.5,2.5,2.3,9
pudor,pudicitia,substantivo,32.9,9.5,7,11.6
pudor,tuus,determinante,9.2,3.5,3.1,9
pudor,aut,conj.coord.,7.7,3.1,2.8,8.7
puella,et,conj.coord.,5.5,2.1,1.9,7.3
puer,mulier,substantivo,17.8,5.7,4.5,10.5
puer,tuus,determinante,8.2,2.7,2.4,9.2
puer,ab,preposição,7.9,2,2,8.8
pugna,ad,preposição,25.7,3.4,3,9
pugno,fortiter,advérbio,23.6,7.2,5.5,10.9
pugno,locus,substantivo,7.8,3.2,2.8,9.3
pugno,que,conj.coord.,7.2,1.8,1.8,8.4
pugno,sum,verbo,12.8,1.5,1.6,8.3
pulcher,factum,substantivo,19.7,6.2,4.9,10.7
pulcher,signum,substantivo,16.7,5.4,4.4,10.4
pulcher,urbs,substantivo,11.8,4.2,3.5,9.7
pulcher,atque,conj.coord.,18.2,2.9,2.6,9
pulcher,res,substantivo,5.1,2,2,8.4
pulcher,et,conj.coord.,14.7,2,2,8.4
puto,non,advérbio,29.6,1.6,1.6,9.8
puto,restituo,verbo,18,4.7,3.7,9.7
puto,beatus,adjetivo,16.7,4.4,3.5,9.7
puto,quisquam,pronome,11.2,2.9,2.5,9.7
puto,tu,pronome,14.7,1.4,1.5,9.7
puto,sum,verbo,38.8,1.2,1.3,9.7
puto,ut,conj.subord.,14.7,1.4,1.4,9.6
puto,dignus,adjetivo,13,3.7,3,9.6
puto,ego,pronome,14.4,1.4,1.4,9.6
puto,Milo,nome próprio,12.1,3.5,2.9,9.6
puto,quantus,determinante,9,2.5,2.2,9.6
puto,si,conj.subord.,9.4,1.3,1.4,9.5
puto,cogito,verbo,9.6,3,2.5,9.5
puto,aliquis,pronome,6.9,1.9,1.8,9.5
puto,facio,verbo,6.4,1.3,1.4,9.5
puto,qui,pronome,12.7,0.9,1.1,9.4
puto,confirmo,verbo,9.9,3.7,3,9.4
puto,suscipio,verbo,8.5,3.4,2.8,9.4
puto,oportet,verbo,8,3.2,2.7,9.3
puto,Roma,nome próprio,5.7,2.6,2.3,9.3
puto,se,pronome,5.4,2.5,2.2,9.2
qua,magis,advérbio,136.1,3.7,3,11
qua,multus,determinante,115.3,2.9,2.5,10.9
qua,potius,advérbio,161.4,5.1,3.8,10.9
qua,malo,verbo,63.7,4.3,3.4,10.2
qua,uideo,verbo,20.7,1.4,1.5,10.2
qua,sum,verbo,13.8,0.5,0.9,10.1
qua,parum,advérbio,29.9,2.8,2.4,10
qua,ut,conj.subord.,7.2,0.7,1,10
qua,uolo,verbo,11,1.4,1.5,9.8
qua,ipse,determinante,6,0.9,1.2,9.8
qua,aliter,advérbio,39.5,4.7,3.6,9.7
qua,bonus,adjetivo,9.3,1.5,1.6,9.6
qua,scio,verbo,8.6,1.7,1.7,9.5
qua,paruus,adjetivo,14.9,2.6,2.3,9.5
qua,intellego,verbo,11.5,2.2,2,9.4
qua,primum,advérbio,9.9,2,1.9,9.4
qua,saepe,advérbio,6.8,1.7,1.7,9.3
qua,debeo,verbo,6.1,1.6,1.6,9.2
qua,amplus,adjetivo,14.4,3,2.6,9.2
qua,turpis,adjetivo,13.8,2.9,2.5,9.2
qua,longe,advérbio,12.3,2.7,2.4,9.2
qua,quisquam,pronome,5.8,1.7,1.7,9.1
qua,uere,advérbio,18.1,4,3.2,9.1
qua,dulcis,adjetivo,17.2,3.9,3.1,9.1
qua,nascor,verbo,7.2,2.2,2,9
qua,bene,advérbio,5.4,1.8,1.8,9
qua,stultus,adjetivo,11,3.3,2.8,8.8
qua,diligenter,advérbio,9.9,3.1,2.6,8.8
qua,prosum,verbo,8.7,2.8,2.5,8.8
qua,dignus,adjetivo,6.2,2.3,2.1,8.8
qua2,progredior,verbo,20.8,6.5,5,10.3
qua2,dignus,adjetivo,12,4.3,3.6,10
qua2,hic,determinante,69.7,2.7,2.5,10
qua2,hic2,advérbio,10.5,3.9,3.3,9.9
qua2,is,determinante,32.8,2,2,9.5
qua2,alius,determinante,7.7,2.3,2.2,9.5
qua2,uos,pronome,6,2.2,2.2,9.4
qua2,tu,pronome,14.1,1.8,1.9,9.3
qua2,possum,verbo,7.1,1.6,1.7,9.2
qua2,ego,pronome,9,1.5,1.6,9.1
qua2,ille,determinante,6.2,1.3,1.5,9
quaero,quis,pronome,132.5,3.3,2.8,10.6
quaero,utrum,advérbio,20.2,5.1,3.9,10.1
quaero,an2,conj.subord.,16.2,5.3,4.1,9.8
quaero,quisnam,pronome,13.4,4.6,3.6,9.8
quaero,quemadmodum,advérbio,11.7,4.2,3.3,9.7
quaero,num,advérbio,10.7,3.9,3.2,9.7
quaero,saepe,advérbio,9.4,3,2.5,9.7
quaero,cur,advérbio,9.5,3.6,3,9.6
quaero,uia,substantivo,9.1,3.5,2.9,9.6
quaero,praesidium,substantivo,8.8,3.5,2.8,9.6
quaero,inquam,verbo,7.9,2.6,2.3,9.6
quaero,si,conj.subord.,10.9,1.6,1.6,9.4
quaero,alius,determinante,5.9,1.9,1.8,9.3
quaero,ex,preposição,7.3,1.6,1.6,9.3
qualis,talis,determinante,31.9,6.1,4.7,10.9
qualis,uir,substantivo,8.7,3.4,2.9,9.4
qualis,sum,verbo,46.6,2.3,2.1,8.8
qualis,tu,pronome,5.5,1.8,1.8,8.4
quamuis,enim,advérbio,6.6,2.8,2.6,8.8
quando,enim,advérbio,15.2,4.1,3.3,9.1
quando,si,conj.subord.,25.4,4,3.2,9
quando,ad,preposição,5.3,2.5,2.2,7.9
quantum,tantum,advérbio,24.3,5.8,4.6,10.7
quantum,possum,verbo,52.3,4.1,3.4,9.8
quantum,habeo,verbo,5.5,2.5,2.3,8.7
quantus,quisque,determinante,17.8,3.9,3.1,10.1
quantus,intellego,verbo,16.9,3.8,3,10
quantus,afficio,verbo,17.3,5.6,4.2,9.9
quantus,appareo,verbo,16.8,5.5,4.2,9.9
quantus,calamitas,substantivo,15.2,5.1,3.9,9.9
quantus,emo,verbo,14.2,4.8,3.7,9.9
quantus,satis2,adjetivo,12.2,4.3,3.4,9.8
quantus,opus,substantivo,10.2,3.8,3,9.7
quantus,affero,verbo,8.8,3.4,2.8,9.6
quantus,puto,verbo,9.6,2.6,2.2,9.6
quantus,tantus,determinante,9.5,2.6,2.2,9.6
quantus,possum,verbo,13.5,2,1.8,9.5
quantus,nomen,substantivo,6.3,2.8,2.3,9.4
quantus,uideo,verbo,11,2,1.8,9.4
quantus,habeo,verbo,8.8,2,1.8,9.4
quantus,scio,verbo,5.1,2.4,2.1,9.3
quantus,uos,pronome,5.5,2.1,1.9,9.3
quantus,ille,determinante,7,1.3,1.3,9.1
quantus,in,preposição,6.2,1,1.1,8.9
quantus,sum,verbo,9.7,0.9,1,8.8
quare,tamen,advérbio,17,4.5,3,9.5
quare,autem,conj.coord.,12.5,4.4,2.9,9.4
quasi,meus,determinante,6.9,2.9,2.6,9
quasi,et,conj.coord.,9.2,1.6,1.8,8.2
quattuor,mille,numeral,22.7,6.9,5.4,10.7
que,ne,conj.subord.,313.7,2.9,2.3,11.2
que,is,determinante,94,1.2,1.2,10.9
que,omnis,determinante,22.6,0.9,1,10.3
que,magnus,adjetivo,17.5,1.1,1.1,10
que,populus,substantivo,32,1.7,1.5,9.9
que,magis,advérbio,30,1.9,1.6,9.7
que,ceterus,determinante,43.9,2.5,2,9.7
que,idem,determinante,16.9,1.3,1.3,9.7
que,uester,determinante,35.6,2.2,1.8,9.7
que,romanus,adjetivo,10.7,1.2,1.2,9.4
que,item,advérbio,52.4,3.7,2.7,9.3
que,totus,determinante,15.2,1.6,1.5,9.3
que,tam,advérbio,5.8,0.9,1,9.2
que,equitatus,substantivo,51.4,4,2.9,9.2
que,natura,substantivo,12.1,1.5,1.4,9.2
que,reliquus,determinante,19.1,2.1,1.8,9.1
que,semper,advérbio,11.6,1.6,1.4,9.1
que,grauis,adjetivo,10.5,1.6,1.5,9
que,fortuna,substantivo,9,1.5,1.4,8.9
que,iudicium,substantivo,7.8,1.4,1.3,8.9
que,exercitus,substantivo,7.3,1.3,1.2,8.9
que,ibi,advérbio,25.6,3,2.3,8.9
que,uultus,substantivo,20.7,2.8,2.2,8.8
que,ea,advérbio,14,2.2,1.8,8.8
que,copia,substantivo,9.3,1.7,1.5,8.8
que,suum,substantivo,36.2,4.5,3.2,8.7
que,seruo,verbo,17.3,2.7,2.1,8.7
que,maiores,substantivo,14.3,2.3,1.9,8.7
que,defendo,verbo,6.3,1.4,1.3,8.7
que,terra,substantivo,5.1,1.3,1.2,8.7
quemadmodum,ad,preposição,233.2,5.2,4.1,10.6
quemadmodum,quaero,verbo,11.4,4.1,3.3,9.7
queror,de,preposição,11,2.8,2.5,8.9
queror,quod,conj.subord.,6.6,2.8,2.5,8.9
queror,qua,advérbio,8,2.7,2.4,8.8
queror,aut,conj.coord.,5.3,2.5,2.2,8.7
queror,possum,verbo,6.2,2.2,2.1,8.6
qui,is,determinante,381,1.7,1.3,11.4
qui,sum,verbo,65,0.6,0.6,11.1
qui,in,preposição,106.4,0.9,0.8,11
qui,ego,pronome,71.4,1,0.9,10.7
qui,ille,determinante,60,1,0.9,10.6
qui,cum,conj.subord.,30.4,0.7,0.7,10.5
qui,tu,pronome,39.8,0.8,0.8,10.5
qui,res,substantivo,45.4,0.9,0.9,10.4
qui,ex,preposição,94.2,1.5,1.2,10.4
qui,ad,preposição,23.2,0.7,0.7,10.4
qui,de,preposição,39.4,1,0.9,10.2
qui,ab,preposição,13.8,0.6,0.6,10.1
qui,quidem,advérbio,110.2,2.1,1.6,10.1
qui,omnis,determinante,8.1,0.5,0.6,10.1
qui,si,conj.subord.,6.7,0.4,0.5,10
qui,dico,verbo,21.4,0.8,0.8,10
qui,sui,pronome,7.7,0.5,0.6,10
qui,habeo,verbo,16.8,0.8,0.8,9.8
qui,facio,verbo,6.2,0.5,0.6,9.7
qui,iste,determinante,23.5,1.1,1,9.6
qui,nos,pronome,14.1,0.9,0.8,9.5
qui,uolo,verbo,10.3,0.8,0.8,9.4
qui,nunc,advérbio,19.3,1.2,1.1,9.3
qui,dies,substantivo,6,0.7,0.7,9.1
qui,nisi,conj.subord.,18.9,1.3,1.1,9.1
qui,scribo,verbo,14.4,1.2,1,9.1
qui,autem,conj.coord.,5.9,0.7,0.7,9
qui,scio,verbo,13.2,1.2,1,9
qui,magis,advérbio,6.5,0.8,0.8,8.9
qui,nemo,pronome,12.8,1.3,1.1,8.8
quia,non,advérbio,74.4,2.9,2.4,9.8
quia,an,conj.coord.,8.2,3.3,2.7,9.6
quia,sed,conj.coord.,21.9,2.5,2.2,9.5
quia,nihil,pronome,5.8,2.2,1.9,9.2
quicumque,modus,substantivo,11.3,4.1,3.4,9.8
quicumque,bellum,substantivo,8.8,3.4,3,9.4
quicumque,facio,verbo,7.1,2.5,2.3,8.8
quicumque,in,preposição,6,1.5,1.6,8.2
quicumque,et,conj.coord.,5.7,1.3,1.5,8.1
quidam,modus,substantivo,50.5,4.2,3.4,10.7
quidam,diuinus,adjetivo,42.4,5.9,4.5,10.6
quidam,nouus,adjetivo,23.5,3.8,3.1,10.2
quidam,naturalis,adjetivo,26.7,6.4,4.8,10.1
quidam,alius,determinante,16.7,2.5,2.3,9.9
quidam,incredibilis,adjetivo,12.3,4.4,3.5,9.7
quidam,mens,substantivo,7.5,3.1,2.7,9.5
quidam,uerbum,substantivo,6.7,2.9,2.5,9.5
quidam,habeo,verbo,5.6,1.5,1.6,9.3
quidam,ex,preposição,5.7,1.4,1.5,9.3
quidem,ille,determinante,89.7,2.3,2.2,10.6
quidem,ego,pronome,74,2.1,2.1,10.5
quidem,qui,pronome,78.8,1.5,1.7,10.2
quidem,certe,advérbio,25.2,3.6,3.1,10.1
quidem,hic,determinante,32,1.4,1.6,10.1
quidem,nunc,advérbio,19.1,2.4,2.3,10.1
quidem,ipse,determinante,19.7,1.8,1.9,10.1
quidem,is,determinante,27.4,1.3,1.6,10
quidem,tempus,substantivo,15.7,2.3,2.2,10
quidem,tu,pronome,17,1.3,1.6,9.9
quidem,magis,advérbio,13.9,2.3,2.2,9.9
quidem,quisquam,pronome,15.1,2.8,2.6,9.9
quidem,paruus,adjetivo,14.3,3,2.7,9.8
quidem,utinam,advérbio,24.1,5,4,9.8
quidem,quoniam,conj.subord.,13.6,2.9,2.6,9.8
quidem,si,conj.subord.,7.2,1,1.4,9.7
quidem,possum,verbo,5.5,1,1.3,9.6
quidem,tenuis,adjetivo,21.4,5.4,4.2,9.6
quidem,iste,determinante,5.2,1.3,1.6,9.5
quidem,suspicor,verbo,16.9,4.5,3.7,9.5
quidem,suspicio,substantivo,13.3,3.8,3.2,9.5
quidem,cogito,verbo,6.9,2.4,2.3,9.4
quidem,exspecto,verbo,6.8,2.4,2.3,9.4
quidem,uerbum,substantivo,6.4,2.3,2.2,9.3
quidem,sententia,substantivo,5.7,2.1,2.1,9.3
quidem,primus,adjetivo,5.5,2.1,2.1,9.3
quidem,nuper,advérbio,11.7,4.2,3.5,9.3
quidem,ualde,advérbio,9.3,3.6,3.1,9.2
quidem,notus,adjetivo,9.2,3.6,3.1,9.2
quidem,opto,verbo,8.6,3.4,3,9.2
quiesco,aut,conj.coord.,12,4.3,3.5,8.7
quin,dubito,verbo,222.1,8.6,6.2,12.4
quin,dubius,adjetivo,22.1,6.8,5.2,10.8
quin,etiam,advérbio,83.8,4.8,3.8,10.5
quin,existimo,verbo,13.5,4.7,3.7,10.1
quin,arma,substantivo,12.7,4.4,3.6,10
quin,hic,determinante,5.9,1.6,1.6,8.4
quis,si,conj.subord.,795.1,3.6,2.7,11.8
quis,enim,advérbio,248.1,3.1,2.4,11.1
quis,ne,conj.subord.,175.2,2.7,2.1,10.9
quis,sum,verbo,131.8,1.2,1.1,10.8
quis,quaero,verbo,148.8,3.8,2.7,10.6
quis,ago,verbo,116.8,3.1,2.4,10.5
quis,ergo,partícula,190.3,5,3.4,10.5
quis,nescio,verbo,181.4,5.3,3.6,10.4
quis,ego,pronome,37.1,1.2,1.1,10.4
quis,tu,pronome,17.1,0.9,0.9,10.1
quis,tandem,advérbio,138.1,5.6,3.7,10.1
quis,autem,conj.coord.,47.5,2.4,1.9,10.1
quis,de,preposição,19.7,1.2,1.1,10
quis,dico,verbo,19.8,1.2,1.1,10
quis,possum,verbo,14.1,1,0.9,10
quis,facio,verbo,17,1.2,1.1,10
quis,sed,conj.coord.,5.4,0.6,0.7,9.8
quis,scio,verbo,35.9,2.4,1.9,9.8
quis,uideo,verbo,7.8,0.8,0.8,9.8
quis,uolo,verbo,14.1,1.3,1.2,9.7
quis,igitur,advérbio,38,2.8,2.1,9.7
quis,num,advérbio,49.8,3.8,2.8,9.5
